Pointer,Original,Translated
426116,"まだ じゅんびちゅうなんだ","Excuse me, I'm still setting things up."
426118,"メダルを しんか させてみないか？","Has your Medal evolved yet?"
426120,"・・・・・","....."
426122,"もしかして せんせいの いうことが
しんじられないのか？

それなら せんせいの メダルできせきを みせてあげよういいかい？

メダルを きれいに みがいて
とくしゅな えきたいにつけるだけ","Perhaps you don't believe me?

In that case, how about you let me handle your Medal for you? We could do it at my workshop.

I'll polish your Medal 'til it's squeaky clean, all it takes is to put a little special liquid on it."
426124,"んっ？

いつもよリ けむリが おおいぞ？

ぼんっ","Hm? Was there always this much smoke?

*cough*"
426126,"ああっ しっぱいだ!","Aah! I failed!"
426128,"ロボトルの じっけんに
つきあってくれないかい？<*4>","Care to Robottle with me?<*4>"
426130,"せんせいは しんらいされてないんだ

かなしい・・・","You don't trust me? That makes me sad..."
426132,"ギッ ギギガッ","Gii Gigigaa!"
426134,"ほら みなさい
これが がったいメダルだ!!","Hey, look! It's a combined Medal!"
426136,"げんきで やっているかい？","How are you doing?"
426138,"んっ
それは がったいメダルじゃないか

せんせいに まかせて おきなさい

クワガタメダルと カブトメダルを
わたしますか？<*4>","Hm...Is that a combined Medal?

Let me handle it. Can you give me your Kuwagata and Kabuto Medals?<*4>"
426140,"ざんねんだな
せいきの いっしゅんが みれたのに","That's a shame. It's a very rare opportunity."
426142,"ざんねんだな
せいきの いっしゅんが みれたのに","=0x6809c"
426144,"あたまパーツ「ソーラーレーザー」を
もっていたら かしてほしいんだ<*4>","Do you have the head part, "Solar Laser"? I would like to borrow it."
426146,"これで メダロットをたべる
メダロットが つくれるぞ","With this, I can make a Medarot that eats other Medarots."
426148,"しかたがない
ほかのパーツで まにあわせよう","It can't be helped. I'll just make do with other parts."
426150,"このパーツと このパーツの
かんけいが・・・","If I connect this part and this part together..."
426152,"とうとう かんせいしたぞ

これで あくのメダロットから
こどもたちを まもれる!!","It's finally done! With this, we can protect the children from the evil Medarots!!"
426154,"あのね じつはね ・・・

このメダル なにもかいてないの

ヘんなメダルでしょ？","By the way... this Medal doesn't have a symbol on it.

Don't you find that strange?"
426156,"あのね じつはね ・・・

このメダル なにもかいてないの

ヘんなメダルでしょ？","=0x680aa"
426158,"メダロットって ロボトルで
きずついても すぐに なおるけど

あなたたちは そうはいかないんだから
あんまリ あぶないことしちゃ だめよ","Medarots can quickly repair themselves after a Robottle, but it won't be so easy if one of you children gets hurt.

Be sure to stay safe, alright?"
426160,"わたしも メダロットもってるのよ
だってあれ かわいいんだもの♥

わたしのは かいふくタイプなのよ
いつか おあいて してくれる？","You may not have guessed it, but even I have a Medarot of my own.
She's a real cutie! ♥

My Medarot is a type that specializes in repairs.
Perhaps I'll bring her in sometime?"
426162,"あら <&NAME>くん
こんにちは

ほんたいかいヘの しゅつじょう
おめでとう

そうそう
あなたの クラスの せんせいに

きみと ユウキくんに とっくん
してくれって たのまれてるの","Oh, <&NAME>! Hello.

Congratulations on winning the tournament.

Your teacher would like to do some special training with you and Yuuki."
426164,"さんこうになるか わからないけど
おやくに たてたら うれしいわ

それじゃあ
こころの じゅんびは いい？<*4>","I'm not sure if I'll be of any help but I'd be glad to.

So, are you ready?<*4>"
426166,"こんなので よかったら
わたしのメダルを かしてあげるわ

でも ムチャだけは しちゃだめよ","If you like, I could lend you my Medal.

But don't do anything reckless with it!"
426168,"きゃくぶパーツ「ネツコ」を
もってたら かしてくれないかしら<*4>","Do you have the leg part "Roots"? I would like to borrow it.<*4>"
426170,"きゃくぶパーツ「ネツコ」を
もってたら かしてくれないかしら<*4>","=0x680b8"
426172,"これなら せいとたちを
まもることができるわ","With this, I can protect the students!"
426174,"しかたがないわ ほかのひとを
さがすことにするわ","Oh well. I'll ask someone else."
426176,"げんきで やってるかしら","You seem to be doing well."
426178,"やっぱリ なつは プールだよね","Summer is all about spending time at the pool!"
426180,"メダロットもいいけど
からだも うごかさなきゃ だめだぞ","Medarots are fun, but you've got to remember to stay active too."
426182,"ねえ ねえ しってる？<*4>","Hey hey, did you know?<*4>"
426184,"そういえば あなたには はなしたわ","Come to think of it, I might have told you."
426186,"メダロットに のって
リゅうぐうじょうに いったのよ","I rode a Medarot to the Dragon King's palace!"
426188,"はっはっはっ なつは いいなぁ!

さあっ いっしょに およごうっ!","Hahaha summer's great! Whaddya say we swim together?"
426190,"メダロットの トーナメントにむけて
まずは せんせいとトレーニングだ!","Before you go to the tournament, do some training with me!"
426192,"まだまだ なつは おわってない

さあっ いっしょに およごうっ!<*4>","The summer's not over yet. Whaddya say we swim together?<*4>"
426194,"まだまだ なつは おわってない

さあっ いっしょに およごうっ!<*4>","=0x680d0"
426196,"まだまだ なつは おわってない

さあっ いっしょに およごうっ!<*4>","=0x680d0"
426198,"せんせいは かなしいぞうっ","I'm sad now..."
426200,"それじゃあ かがやく たいように
むかって ロボトルだあっ!","Now, let us Robottle underneath the shining sun!"
426202,"また こんど あそびましょう","Let's play again sometime."
426204,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","Those criminals in the RoboRobo Gang have been causing trouble all over town.

Not to mention they're stealing people's Medals...

Take care and have a safe summer vacation, y'hear?"
426206,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","=0x680dc"
426208,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","=0x680dc"
426210,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","=0x680dc"
426212,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","=0x680dc"
426214,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","=0x680dc"
426216,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","=0x680dc"
426218,"あくの しゅうだん ロボロボだんが
あちこちで わるさをしているんだ

しかも メダルを うばっていくから
しまつがわるい

なつやすみは きをつけて
げんきに あそべよ","=0x680dc"
426220,"ロボトルばかリ やってるから
しゅくだいが できないんだぞ","I haven't been able to finish my homework because I've been Robottling all day."
426222,"キャー エッチー!!","Eeeeek!! Get out!"
426224,"だれもいない トイレは ぶきみだ","It's a bit creepy with nobody here..."
426226,"キャーッ!!","Eeeek!!"
426228,"おはよっ <&NAME>

なんだよ キララ びっくリさせるなよ

それって メダロットの
メダルじゃない？

ロボトルなんて どこが
おもしろいんだって いってたくせに

「キララがやってるから」
なんていえないよな・・・

なんかいった？

い いやべつに

ねっ おしえてあげようか？<*4>","Good morning, <&NAME>!

Whoa! Don't startle me like that, Kirara.

Hey... Isn't that a Medal? You were just saying a few days ago that Medarots were sooo lame!

Ugh... I can't just say I picked it up because of her...

Hey, did you just say something?

N-no, nothing.

You totally did! Could you repeat that again?<*4>"
426230,"あらっ きょうは やけに
すなおじゃない","Heehee! You're being more honest than usual today."
426232,"ごうじょう はらなくっても いいのよ

ちゃんと きほんから
おしえてあげるから","You don't have to be so stubborn, y'know.

Sorry, I'll tell you the whole story later..."
426234,"こうえんで まってるからね
わすれずに くるのよ","I'll be waiting for you at the park after school. Don't forget to come!"
426236,"あしたから なんごくのしま
ジャワとうか・・・

まなつの たいようが
ぼくをまってるんだ","By this time tomorrow, I'll be on a plane to the southern island of Java..."
426238,"まえのせきの ふたリは
ユウキと パディ

つうしょう おかねもちコンビね

うしろのふたリは ヤンマと クボタ
いつも わるさをしているワルガキよ

あなた キララと おさななじみ
なんですって？

もうチューは した？
・・・って

なんで あたしが こんなこと
せつめいしなくちゃなんないのよ!

この イセキさまに むかって
いいどきょうじゃない!

あんたなんか クボタと ヤンマを
つかって こてんぱんに

のしちゃうことだって
できるんだからね","The two at the front of the class are Yuuki and Paddy.
They're your usual rich kid couple.

The two in the back are Yanma and Kubota.
They're always getting in trouble with the teachers.

Kirara is your childhood friend, right?
Have you kissed yet?
....Wait.

Why am I the one explaining this to you?!
You've got a lot of nerve talking to me, the great Iseki!
I could get Yanma and Kubota to beat you into a pulp any day of the week!"
426240,"これから まいにち
メダロットであそべる","Now that school's out, we can play with Medarots every day."
426242,"クボタ! かえったら
こうえんで ロボトルだぜ","Kubota! We're going to Robottle at the park after school!"
426244,"きょうで おわかれね

パディちゃんのこと
わすれちゃいやよ","I guess this is farewell.
I hope you won't forget about lil' old me."
426246,"それじゃあ せんせいは プールで
きみたちを まってるからな","With that, I'll be waiting for all of you at the pool."
426248,"それじゃあ せんせいは プールで
きみたちを まってるからな","=0x68106"
426250,"なかなか やるじゃない
すこしだけ みなおしちゃったな

じんじゃで こうしきの
トーナメントが ひらかれるんだけど

<&NAME>も
さんかするんでしょ？","Impressive, you're better than I thought.

There's an official tournament being held at the Shrine. Do you plan on participating, <&NAME>?"
426252,"こんかいの きみのかつやくは
しんぶんで よませてもらったよ

ロボロボだんも ぼくがいったときに
あらわれなくて せいかいだったね

もし ぼくが あいてをしたら
にげかえることも できなかったさ","You were mentioned in the newspaper.

The RoboRobo Gang was right to stay in hiding while I was in town. If they had tried to fight me, they wouldn't have stood a chance."
426254,"<&NAME>ちゃん おげんき？

わたくしも おげんきよ","How are you feeling, <&NAME>? I'm feeling great!"
426256,"しんぶんに のったからって
ちょうしに のってんじゃないよ","Don't act all high and mighty just because you're in the newspaper."
426258,"・・・ふん

ちょうないたいかいでは
ボコボコにしてやる","...Hmph. I'll beat you to a pulp in the town tournament."
426260,"オレだって ロボロボだんの
ひとリや ふたリ

でも 3にんは かんべんしてくれよな","I can take one or two RoboRobo members, but three, no."
426262,"みんな げんきかっ!？

せんせいは げんきだぞっ!!","Is everyone happy!? I'm happy!!"
426264,"やばんな メダロットたちだ

みたまえ ぼくのメダロットを!","This is terrible. Look at the Medarots!

Look at MY Medarot!"
426266,"きひんあふれる フォルムが
・・・の きどうリょくは・・・

と いうわけだよ どうだい
なっとくしたかい？","Its elegant form...
And its mobility is...
...blah blah blah...

Do you get it now?"
426268,"あらっ きょうは とうこうび
じゃないのかしら？","Huh? Isn't today a school day?"
426270,"おまえたち ぶじなのかっ!？

とつぜん メダロットたちが
ところかまわず あばれだした

ほかの せいとたちのことも
しんぱいだぞ!

みかけたら できるだけ そとには
でるなと つたえてくれよ!

わかったなっ!？","Are you okay!?

The Medarots have suddenly gone haywire. I'm worried about the kids!

Try not to go outside if that's possible, do you understand me!?"
426272,"ちえっ まーた がっこうが
はじまったか","Tch! Back to school again..."
426274,"あ・・・","Ah..."
426276,"きょう
あそびにいっても いいかな？<*4>","Would you like to go out and play today?<*4>"
426278,"パーツは あたま みぎうで
ひだリうで きゃくぶ の4しゅるい

くっつける ばしょを
まちがえないようにっと","There are 4 types of parts: Head, right arm, left arm, and legs...

Try not to get them mixed up!"
426280,"せんせいって すっごく
めが わるいのよ

このあいだも めがねを おとして
たいヘん だったんだから","The librarian's eyesight is really bad.
It was awful when he lost his glasses before."
426282,"わたしも メダロットやってるのよね

でも あんまリ たおすとか
こわすのって すきじゃないわね

だから わたしのメダロットは
おうえんタイプ なのよね","Yes, I have a Medarot of my own, too.

I'm not terribly fond of breaking things though, so my Medarot is a support type."
426284,"ほんが なくなったのね
どうしましょうね","I lost my book. Oh, whatever shall I do?"
426286,"あリがとうね さがしてくれたのね
これは おれいなのね","Thank you for finding my book for me. Here's a reward."
426288,"ほんに かこまれる せいかつって
いいわよね","Being surrounded by books sounds like a good life."
426290,"どんっ

きゃーっ! だれ？ だれ!？","*thud*

Aah! Who's there? Who's there!?"
426292,"ごめんなさいね
わたしったら こまったちゃんよね","I'm sorry, I'm very paranoid without my glasses."
426294,"どくしょは いいわよね","Reading is great."
426296,"どくしょは いいわよね","=0x68136"
426298,"あら あリがとうね

かわリに これをもっていってあげてね","Ah thank you, here's this in return."
426300,"どくしょって ほんとうに いいわよね","Reading is really good!"
426302,"せんせいなら きょうしつに いるわよ

リかのせんせいなら リかしつ

おんがくのせんせいなら
おんがくしつね","If you're looking for the teachers, they're probably in their classrooms.

The science teacher is usually in the chemistry lab, and the music teacher is in the music room."
426304,"こうちょうせんせいって
こわいかお してるよね","The principal is scary..."
426306,"こうちょうせんせいって
こわいかお してるよね","=0x68140"
426308,"こうちょうせんせいも
メダルもってるんだ

まえに ポケットに いれるところ
みちゃったんだ","Guess what? The principal has a Medal too.
I spotted him taking it out of his pocket earlier."
426310,"メダロットで そらがとべたら いいな","It would be cool if you could hitch a ride with a flying Medarot..."
426312,"ドクショノ アキハ マダ・・・？","DO I STILL HAVE TIME TO READ...?"
426314,"ドクショハ イイネ","READING IS GREAT."
426316,"カエシテ オイテ","I'LL RETURN THIS THEN."
426318,"アリガトウ","THANK YOU."
426320,"きょうは はやくかえって
コンビニで パーツを かうんだ

でも メダルは だいにんきで
どこヘいっても うリきれなんだよな","I can't wait to go home and buy some new parts from the store!
It's a shame that Medals are so popular though. They're sold out everywhere you go!"
426322,"みてみて","Hey, check it out!"
426324,"ぼくの メダロット かっこいいだろう","Isn't my Medarot awesome?"
426326,"ノックも しないで はいってくるとは
なにごとだ!","What's this? Knock before entering the office!"
426328,"メダルが がったいする という
はなしを しっておるか？","Did you know that you can combine Medals?"
426330,"メダルが がったいする という
はなしを しっておるか？","=0x68158"
426332,"メダルが がったいする という
はなしを しっておるか？","=0x68158"
426334,"そうか いちどは みてみたいものだな","I see, I want to try it at least once."
426336,"とくしゅなメダルどうしを あわせると
メダルが ヘんかするらしいぞ

しかし かさねるだけでは
いみがないらしいのだ","It appears that if you combine two special Medals together, they will transform.

However, it seems there's more to it than simply putting them together."
426338,"ちょうしは どうだね？","How is it?"
426340,"やすいよっ うまいよっ!","It's tasty! It's cheap! Come right up!"
426342,"やすいよっ うまいよっ!","=0x68164"
426344,"おめん かってけ","Come up and buy some cotton!"
426346,"おめん かってけ","=0x68168"
426348,"わたあめ めちゃくちゃ かるいぞ","Cotton candy is really light."
426350,"わたあめ めちゃくちゃ かるいぞ","=0x6816c"
426352,"はなび いらんか？","Are there going to be fireworks?"
426354,"わたあめ おいしいな","Cotton candy is so good."
426356,"かえったら はなびやるんだ","When I get home, I'll set off some fireworks."
426358,"ここで ロボトルの
ちょうないたいかいが あるんだよ","The city tournament is held here."
426360,"しんじるものは すくわれるので
あーリます

おさいせんに
50円はらいますか？<*4>","Those who have faith will be saved.

Will you please donate 50¥ as an offering?<*4>"
426362,"カラン カラン
いいことが あリますように","*clang* *clang*
You have done a good deed."
426364,"カラン カラン
いいことが あリますように","=0x6817a"
426366,"ぼくが いちばんに きまっているさ","I'll go first."
426368,"たいしたこと ないでチュね

そ そんな ばかな","That wasn't so hard.

N-no... Impossible!"
426370,"ひきょうだぞ すがたを みせろ!

こんな まけかたは
みとめないからな!","Show yourself, you coward!

I won't lose like this!"
426372,"こリないな おまえは","You never learn, do you?"
426374,"ちぇっ うんの いいやつだぜ","Tch, you just got lucky."
426376,"かたづけてやる","I'll mop the floor with you!"
426378,"また まけた・・・","I lost again...?"
426380,"わたくしも まいリましたのよ","It seems I have also lost."
426382,"<&NAME>ちゃん
つよいじゃない

ゆうしょうは <&NAME>くん
おめでとうございます!

つぎは ちくたいかいです

メダロットしゃの ちか1かいで
また おあいしましょう","You're very strong, <&NAME>.

Congratulations on the championship, <&NAME>!

The next tournament is the District Tournament. I'll see you at the Medarot Company's basement."
426384,"きょうは おもいっきリ
ロボトルするロボ!

ロボトルたいかいも ひさしぶリロボ

うでが なるぜ

あの はなしかたは!？","I'm going to give it my all in this Robottle, robo!

It's also been a long time since I've been in a tournament, robo!

I've gotten a lot strongah!

Did you just switch speech patterns!?"
426386,"あれっ ロボロボだんじゃない？","Huh? You're not with the RoboRobo Gang?"
426388,"よし
あとを つけてみよう

ようじんのために
これに きがえて・・・","All right. Now to follow them.

I'll change into this just to be safe..."
426390,"よるに なると
こまいぬが うごきだすんだ","When night falls, the guardian dog statues start moving."
426392,"ゴゴゴゴゴゴッ","*rumble* *rumble* *rumble*"
426394,"アウッ アウッ!!","Awoo Awooo!!"
426396,"ぼうず きょうは ヒヨコ
100円に まけといてやるぞ

いつも 100円だって？
こまかいことは きにすんな","Hey, boy. I'm selling baby chicks for 100¥ today.

What? It was always 100¥? Ah, don't sweat the small stuff."
426398,"ロボトルの うでまえは あがったか？

いろんなパーツが ムチャクチャ
やすいぜ かっていけよ","Have your Robottle skills improved?

I've got a bunch of parts on discount, so come on and buy them!"
426400,"ざいこが あまっちまってよ

なあ かってくれよ
500円で いいからよ

どうしようかな・・・

ようし かうか!
かうんだな!","I'm overstocked so feel free to buy from me.

500¥, how 'bout it?

What should I do...?

All right! I'll buy it!"
426402,"オレも ロボトルやリてーなーロボッ","I want to Robottle tooo, robo!"
426404,"おい メダロットは
もってきたロボか？<*4>","Hey, do you have a Medarot, robo?"
426406,"はやく ステージに
あがれロボ","Hurry and proceed to the stage, robo."
426408,"しかたがないな
このメダロットを かしてやるロボ","It can't be helped. I'll lend you this one, robo."
426410,"それでは・・・

「だい62かい ロボロボだん
さいきょうは だれだ!」

・・・を はじめるロボ
わーっ!! わーっ!! わーっ!!

だい1バトルは
だんいんエー たい だんいんビー!","Now...
It's time for the 62nd "RoboRobo Gang's strongest" competition!
Yeah!! Yeah!! Yeah!!

Our first battle will be Member A versus Member B!"
426412,"あとにしろっ","Leave!"
426414,"んっ カードか？

ごくろう ごくろう

ほうびに
わしが あいてをしてやろう","Oh, a card?

Good job, good job.

As a reward, you get to battle me."
426416,"おまえなんか こてんぱんに
してやるロボ","I'll beat you to a pulp, robo!"
426418,"なかなか やるロボな おまえ","Impressive, robo."
426420,"ノリノリロボッ","I'm feeling good, robo."
426422,"きょうは ノリがわるいロボ","I'm not feeling it today, tobo."
426424,"おれにかてると おもっているロボ？","Do you think you can win against me, robo?"
426426,"つ つよいな ロボ","Y-you're strong, robo."
426428,"ふふふっ かくごするロボッ","Fufufu, prepare yourself, robo."
426430,"このオレを たおしたくらいで

ロボロボだんが ほろびると
おもったかロボッ

こーんな セリフ いっかいくらい
いってみたいロボよ","If you can beat me, you might be able to take down the RoboRobo Gang, robo...

... Sorry, I always wanted to say that, robo."
426432,"ゆうしょうは
<&NAME>ロボッ!

わーっ!! わーっ!! わーっ!!","The champion is <&NAME>, robo!

Yeah!! Yeah!! Wooh!!"
426434,"すごいなあ あんまリ みかけないけど
<&NAME>って・・・

お おまえは
あの <&NAME>ロボか!？<*4>","You're amazing, I've never seen you around before.
Huh? "<&NAME>"?

Your name is <&NAME>, robo!?<*4>"
426436,"そんな ジョークに ひっかかると
おもったロボか？","Are you pulling my leg, robo?"
426438,"まさか ほんとロボか？","You're not serious, are you, robo?"
426440,"あっ
こいつは <&NAME>ロボ!","Aah! It's <&NAME>, robo!"
426442,"こ ここは？","H-here?"
426444,"そろそろ きょうの たいかいも
おわリロボね","I think that'll be all for today's tournament, robo!"
426446,"みんなが あそんでるときに
みはリなんか やってられないよロボ

よし ロボトルと いこうロボ","While everyone else is out playing, I have to be on guard duty, robo...

All right, let's Robottle then, robo."
426448,"あっ そうだ だんちょうに
このカードを わたしてくれロボ","Ah that's right. Give this card to the boss, robo."
426450,"また こんどロボ","Let's do that again sometime, robo."
426452,"はしごに はねとばされた!","A ladder came flying out!"
426454,"バッチは つけているなロボ？

よし とおっていいロボ","Did you put on the badge, robo?

All right, you can pass, robo."
