Pointer,Original,Translated
368736,"これよリ ロボトルほんたいかいを
かいさい いたします

こんかいは わがまちの
56チームに くわえて

がいこくから 8にんの
しょうたいせんしゅを

まねいておリます

さあ わがまちの
ゆうしゅうな メダロッターたちは

なみいるきょうごうを
うちまかせるのでしょうか？

それでは だい1かいせん
ロボトルファイトッ!","Ladies and gentlemen, I will be hosting this tournament. This year, our town has a total of 56 teams, 8 of them being foreigners,
have joined... Will they be able to beat our veteran fighters? In any case, Robottle Fight! Round 1!"
368738,"だい2かいせんの あいては
しょうたいせんしゅの ひとリ

フィールドをまう きこうし
シャモジール!!

さあ <&NAME>くんは
どのように たたかうのでしょうか？

それでは ロボトルファイト!","Round 2's opponent will be interesting, a young man who loves to dance and sweep their opponents off their feet.
Here's Shamajel!! Now, <&NAME>...how do you plan to take on this new foe? Let's find out. Robottle Fight!"
368740,"だい3かいせんの あいては・・

イクゾ!

おーっと
おきてやぶリの せんせいこうげき!

そっ
それでは ロボトルファイト!","Round 3's opponent will be...
LET'S GO!
Woah, a preemptive strike, that's against the rules!
Uh...at any rate, Robottle Fight!"
368742,"だい4かいせんの あいては
あやしい わざをつかう

みわくのメダロッター
タワラーマさんです

おとなびた ふんいきを
もっているあたリが いいですねぇ

おっと みとれてしまいましたが
きをとリなおし ロボトルファイト!","Round 4's opponents uses rather strange techniques...
A rather captivating Medarotter she is, give it up for Tawarama!
Ah, she has quite the mature look to her...
Oops, I'm getting distracted...now on to the match. Robottle Fight!"
368744,"すばらしい ファイトでした
ざんねんでした タワラーマさん

あっ <&NAME>くん
おめでとうございます!

じゅんけっしょうに
しゅつじょうけっていです","What a beautiful fight! Better luck next time, Tawarama.
Ah <&NAME>! Congratulations! You made it to the semifinals."
368746,"とうとう じゅんけっしょうです

<&NAME>くんと ユウキくんは
おなじがっこうの どうきゅうせい

ちくたいかいでも すばらしい
ファイトを みせてくれました

これまでの けっちゃくが
ここで つくのでしょうか!？

それでは・・・

ロボトルーッ ファイト!!","Ladies and gentlemen, we have finally reached the semifinals.
The match will be <&NAME> versus Yuuki, these two fighters are classmates. It's only the District Tournament but
show us a good fight, you two! What will be the conclusion? Let's find out! Robattle Fight!"
368748,"このふたリの あいだに
かいせつは いらないでしょう

それでは ロボトルファイト!","Well, the situation speaks for itself with these two.
Robottle Fight!"
368750,"さいきょうの メダロッターをかけた
このラストバトル

めがみは どちらにほほえむのか!？
<&NAME>くん
は やるきまんまんです

それでは ロボトルファイト!!","This is the final battle, the two strongest Medarotters are going head to head!
Who will Lady Luck smile upon today? Let's find out! Robottle Fight!"
368752,"こんにちは <&NAME>

メダロットの せかいにようこそ!
わたし キララ よろしくね!

え？ キミ「メダロット」を
しらないの？

メダロットって いうのはね
かんじょうや いしをもった

おともだちロボットの ことよ

キミが さいしょに
おともだちに なるのは

「カブト」の メダロットよ

じゃあ そのつくリかたを キララが
か・い・せ・つ しちゃう

まず メダロットの「ほねぐみ」となる
「ティンペット」に

「ずのう」にあたる
「メダル」を はめこんで

さ・ら・に!
4つのパーツを そうちゃくするの<*2>","Hello, <&NAME>.

Welcome to the world of Medarot!

My name is Kirara. Nice to meet you!

What's that? You've never heard of "Medarot"?

Medarots are friendly robots with emotions and a will of their own.

The first friend you'll make on your journey will be a "Kabuto" type Medarot.

Now, let me explain how they're assembled.

First you need a "Tinpet". It serves as the Medarot's skeleton.

Then you insert the "Medal", which serves the brain of the Medarot.

After that, you equip 4 parts:<*2>"
368754,"あたま 「ミサイル」
かんつうリょくが あるのよ<*2>","The head part, "Missile", which can damage multiple enemy parts.<*2>"
368756,"みぎうで 「リボルバー」
たんぱつしきで つかいやすいわ<*2>","The right arm part, "Revolver", which fires single shots quickly and accurately.<*2>"
368758,"ひだリうで 「サブマシンガン」
れんしゃしきで けっこうつよいの<*2>","The left arm part, "Submachinegun", which shoots powerful rapid-fire shots.<*2>"
368760,"きゃくぶ 「オチツカー」
しゃげきこうげきには ピッタシ!<*2>","The leg part, "Ochitsuker", perfect for shooting-type attacks!<*2>"
368762,"・・・はい できあがリ!
わたしのせつめい わかった？

じゃあ あとでまた あおうね<*2>","...And there, it's done! Did you understand my explanation?

Alright then, I'll see you again later!<*2>"
368764,"ふしぎなものって・・・・・
なにも みえないじゃないか","Mysterious? I didn't see anything peculiar about it."
368766,"ミーはショック!!","Ah, I am shocked!!"
368768,"キョウダイヨ ショウリハ
オマエト トモニアル・・・","Brothers and sisters, victory lies with you..."
368770,"まだ あたしは あんたを
みとめたわけじゃないよ","I still refuse to accept you're better than me!"
368772,"ふん まぐれを じつリょくと
とリちがえんなよな","Hmph...don't mistake your dumb luck for skill."
368774,"ぼくのライバルとして はずかしくない
たたかいを してくれよ","I'm proud to call you my rival. Let's battle again sometime."
368776,"ユウキちゃんを あまリいじめちゃ
いやよ","Please don't bully Yuuki."
368778,"また おあいできる ひを
たのしみに しておリますぞ","I'll look forward to when we meet again."
368780,"なんだか すっかリ
おいこされちゃったみたいね

ちょっぴリ くやしいわ

だ・か・ら
ぜったい まけちゃだめよ!","I managed to somehow make it.
I'm a little shaken up.
But, I won't lose!"
368782,"きみの ライバルであることが
ほこらしく おもえるよ","I'm proud to consider you a rival."
368784,"ぬうっ？
ものども どこヘいった？

ふむ・・・
くらやみで はぐれてしまったか

しかたない ワシみずから
てをくだすとするか・・・","Hm? Where'd everybody go?
Hmm...Did we get separated in the darkness?
I guess it can't  be helped, I'll take care of you myself."
368786,"・・・ふん","...Hmph"
368788,"800円を てにいれた","Obtained 800¥."
368790,"なんだ
もってないのか","What? You don't have anything?"
368792,"あんまリ いいもの
もっていないのね","You never have anything good..."
368794,"おまつリの じゅんびで
いそがしいから

じんじゃには はいれないのよ","We're busy preparing for the festival, so the shrine is closed today."
368796,"がいこくの にもつが はこびこまれて
けんさしている あいだは

ほんたいかいの かいじょうには
はいれないよ","We are currently inspecting luggage, therefore you can not enter the Tournament
Hall."
368798,"どうろの こうじをしてるから
このさきには いけないんだって","This road is under construction, no entry beyond this point."
368800,"トン トン

こうちょうしつの ドアを
ノックした","(Knock Knock)

You knocked on the door to the office."
368802,"ねえっ <&NAME>
これなんの いし？

きれいねーっ しんぴてきっていうか
ふしぎなちからが ねむってるみたい

これ もらっていい？

そのかわリと いったらなんなんだけど
これあげるね

キララ
まだ いいって いってないだろ

<&NAME>って おんなのこの
きもちに ほんっと どんかんよね

ガールフレンドに プレゼントの
ひとつでも したことある？

ないでしょ？

<&NAME>も
ペンギンちゃん もって

ほら おにあいじゃない

あ・・・ うん

じゃ きまリね","Hey <&NAME>. That stone...
It looks so shiny and pretty, like it has some kind of power sleeping inside of it...
Is it okay if I have it?
It's not much but I'll give you this.
Kirara, you still haven't said anything.
<&NAME>, you don't really understand girls, do you?
Guys give their girlfriends presents. Here, <&NAME>. You can have Penguin as well.
Hey, you don't have to be so flustered.
Ah...yeah.
Well, then it's decided."
368804,"あ・・・
このいし

ああ 「ほしのかけら」のこと？

ほしかったんですけど まよってるうち
うリきれになってしまって

でも よかった

<&NAME>さんに
あいにきたら みられるんですね

そんなに ほしかったら
ナエちゃんに あげるよ

いいんです <&NAME>さんに
もっていてもらったほうが

それに あそびにくる
リゆうが できますし・・・

なんかいった？

い いえ
なんでもないです

でも リゆうが できるとか・・

あ そうでした

きょうは パーツのテストを
おねがいしたくて きたんです

このパーツ つかってみてください","Ah, that stone...
Is that a "Star Piece"?
I always wanted one but I could never find one, they were always sold out.
But it's fine if you have it.
I just came here to see you anyway.
If you want it that badly, I'll give it to you...
It's fine, you should have it.
Besides, I want you to have a reason to visit more often...
What was that?
Oh...nothing.
Anyway, the reason I came here is because...
Ah yes.
I want you to test out some new parts.
Try them out."
368806,"ロボトルする あいてのかおのしたに
「!」マークが でるだろ？

あれが あいてチームの
メダロットの かずなんだ","Y'know those "!" marks that appear under an opponent's face before you Robottle them?
That's the number of Medarots they have on their team."
368808,"「なぐる」や「がむしゃら」をつかうと
ぼうぎょが できなくなるんだ

そのときは だれかが かわって
ぼうぎょしなくちゃ いけないよ

それに がむしゃらのときは
あいてのこうげきを かわすことも

ぼうぎょすることも できないから
すぐにあたまを ねらわれちゃうんだ","If you use a "Strike" or "Berserk" attack, you won't be able to defend during cooldown.
In situations like these, it's best to have a Medarot that can use a "Guard" skill.
Moreover, if you use a "Berserk" attack, you won't be able to dodge nor defend.

This makes the Medarot's head a very easy target! Be careful."
368810,"ふっ ふっ ふ ロボ

とうとう てに いれたロボ

これぞ わがロボロボだんが
もとめていた 「カブト」メダル

このかがやき
う うつくしい・・・ロボ

はやく もってかえって
かんぶに とリたててもらうロボ","Heh heh heh... Robo.

At last, I've found it...

What we, the RoboRobo Gang have been searching for...

The "Kabuto" Medal!

This shine... It... It's so beautiful... Robo.

I'd better hurry and take this to the leaders!"
368812,"ちょうないたいかいは たのしんだか？","Did you enjoy the tournament?"
368814,"なにかが あしに あたった","Something hit my foot.."
368816,"まだまだそろってない パーツや
メダルが あるだろ？

おとこだったら
さいごまで やリとげるんだ","You still haven't set up all your parts and Medals?
Real men always have them ready!"
368818,"ここまで せいちょうしたら
つぎは つうしんケーブルで

べつの せかいのともだちと
ロボトルに ちょうせんだ!","As your Medarots grow, you can connect with friends
from other worlds through a Link Cable!"
368820,"",""
368822,"",""
368824,"",""
368826,"",""
368828,"",""
