Pointer,Original,Translated
0x74070,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74072,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74074,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74076,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74078,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7407a,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7407c,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7407e,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74080,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74082,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74084,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74086,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74088,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7408a,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7408c,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7408e,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74090,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74092,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74094,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74096,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x74098,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7409a,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7409c,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x7409e,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x740a0,"メダル 「<&c6a2>」 は<4E>レベルアップした!<4C><*4>","=0x74068"
0x740a2,"なぐるが <&c6a2> あがった!<4C><*4>","Strike skill increased by <&c6a2>!<4C><*4>"
0x740a4,"がむしゃらが <&c6a2> あがった!<4C><*4>","Berserk skill increased by <&c6a2>!<4C><*4>"
0x740a6,"うつが <&c6a2> あがった!<4C><*4>","Shoot skill increased by <&c6a2>!<4C><*4>"
0x740a8,"ねらいうちが <&c6a2> あがった!<4C><*4>","Snipe skill increased by <&c6a2>!<4C><*4>"
0x740aa,"おうえんが <&c6a2> あがった!<4C><*4>","Support skill increased by <&c6a2>!<4C><*4>"
0x740ac,"まもるが <&c6a2> あがった!<4C><*4>","Protect skill increased by <&c6a2>!<4C><*4>"
0x740ae,"なおすが <&c6a2> あがった!<4C><*4>","Heal skill increased by <&c6a2>!<4C><*4>"
0x740b0,"そのほかが <&c6a2> あがった!<4C><*4>","Other skill increased by <&c6a2>!<4C><*4>"
0x740b2,"メダル 「<&c6a2>」 は<4E>ランクアップした!<4C><*4>","""<&c6a2>"" Medal's rank went up!<4C><*4>"
0x740b4,"さあ せんとうかいし!<*3>","Let the battle begin!<*3>"
0x740b6,"さあ せんとうかいし!<*3>","=0x740b4"
0x740b8,"さあ せんとうかいし!<*3>","=0x740b4"
0x740ba,"さあ せんとうかいし!<*3>","=0x740b4"
0x740bc,"さあ せんとうかいし!<*3>","=0x740b4"
0x740be,"さあ せんとうかいし!<*3>","=0x740b4"
0x740c0,"さあ せんとうかいし!<*3>","=0x740b4"
0x740c2,"さあ せんとうかいし!<*3>","=0x740b4"
0x740c4,"さあ せんとうかいし!<*3>","=0x740b4"
0x740c6,"さあ せんとうかいし!<*3>","=0x740b4"
0x740c8,"さあ せんとうかいし!<*3>","=0x740b4"
0x740ca,"さあ せんとうかいし!<*3>","=0x740b4"
0x740cc,"さあ せんとうかいし!<*3>","=0x740b4"
0x740ce,"さあ せんとうかいし!<*3>","=0x740b4"
0x740d0,"さあ せんとうかいし!<*3>","=0x740b4"
0x740d2,"さあ せんとうかいし!<*3>","=0x740b4"
0x740d4,"さあ せんとうかいし!<*3>","=0x740b4"
0x740d6,"さあ せんとうかいし!<*3>","=0x740b4"
0x740d8,"さあ せんとうかいし!<*3>","=0x740b4"
0x740da,"さあ せんとうかいし!<*3>","=0x740b4"
0x740dc,"さあ せんとうかいし!<*3>","=0x740b4"
0x740de,"さあ せんとうかいし!<*3>","=0x740b4"
0x740e0,"さあ せんとうかいし!<*3>","=0x740b4"
0x740e2,"さあ せんとうかいし!<*3>","=0x740b4"
0x740e4,"さあ せんとうかいし!<*3>","=0x740b4"
0x740e6,"さあ せんとうかいし!<*3>","=0x740b4"
0x740e8,"さあ せんとうかいし!<*3>","=0x740b4"
0x740ea,"さあ せんとうかいし!<*3>","=0x740b4"
0x740ec,"さあ せんとうかいし!<*3>","=0x740b4"
0x740ee,"さあ せんとうかいし!<*3>","=0x740b4"
0x740f0,"さあ せんとうかいし!<*3>","=0x740b4"
0x740f2,"つうしんロボトルを はじめます!!<S3c><*4>","The link battle will now begin!<S3c><*4>"
0x740f4,"つかえません!!","You can't use that!!"
0x740f6,"すてることはできません","It can't be thrown away."
0x740f8,"いくつすてますか？<*4>","How many?"
0x740fa,"ほんとうに すてても<4E>よろしいですか？<*4>","Are you sure you want to throw it away?"
0x740fc,"せんとうに さんかできません","It can't battle in this state."
0x740fe,"<&c6a2> は<4E>なにも しなかった!<S1e><*4>","<&MEDA> did nothing!<S1e><*4>"
0x74100,"<&c6a2> の<4E>なぐる こうげき! <&c705>!<*4>","<&MEDA>'s Strike attack! <&c705>!<*4>"
0x74102,"<&c6a2> の<4E>がむしゃら こうげき! <&c705>!<*4>","<&MEDA>'s Berserk attack! <&c705>!<*4>"
0x74104,"<&c6a2> の<4E>なぐる こうげき! <&c705>!<*4>","<&MEDA>'s Strike attack! <&c705>!<*4>"
0x74106,"<&c6a2> の<4E>がむしゃら こうげき! <&c705>!<*4>","<&MEDA>'s Berserk attack! <&c705>!<*4>"
0x74108,"<&c6a2> は<4E>あたまに <&c705>ダメージ!<S3c><*4>","<&MEDA>'s head took <&c705> damage!<S3c><*4>"
0x7410a,"<&c6a2> は<4E>みぎうでに <&c705>ダメージ!<S3c><*4>","<&MEDA>'s right arm took <&c705> damage!<S3c><*4>"
0x7410c,"<&c6a2> は<4E>ひだリうでに <&c705>ダメージ!<S3c><*4>","<&MEDA>'s left arm took <&c705> damage!<S3c><*4>"
0x7410e,"<&c6a2> は<4E>きゃくぶに <&c705>ダメージ!<S3c><*4>","<&MEDA>'s legs took <&c705> damage!<S3c><*4>"
0x74110,"<&c6a2> の<4E>あたまは こわれた<*4>","<&MEDA>'s head was destroyed.<*4>"
0x74112,"<&c6a2> の<4E>みぎうでは こわれた<*4>","<&MEDA>'s right arm was destroyed.<*4>"
0x74114,"<&c6a2> の<4E>ひだリうでは こわれた<*4>","<&MEDA>'s left arm was destroyed.<*4>"
0x74116,"<&c6a2> の<4E>きゃくぶは こわれた<*4>","<&MEDA>'s legs were destroyed.<*4>"
0x74118,"べつのパーツに かんつうした!!<S3c><*4>","The attack damaged other parts!<S3c><*4>"
0x7411a,"<&c6a2> は<4E>こうげきを かわした!<S3c><*4>","<&MEDA> dodged the attack!<S3c><*4>"
0x7411c,"<&c6a2> の<4E>うつ こうげき! <&c705>!<*4>","<&MEDA>'s Shoot attack! <&c705>!<*4>"
0x7411e,"<&c6a2> の<4E>ねらいうち こうげき! <&c705>!<*4>","<&MEDA>'s Snipe attack! <&c705>!<*4>"
0x74120,"<&c6a2> は<4E>みかたを おうえんした<*4>","<&MEDA> supported its teammate!<*4>"
0x74122,"<&c6a2> は<4E>スピードアップした!!<*4>","<&MEDA>'s speed was boosted!<*4>"
0x74124,"<&c6a2> に<4E>おうえんの こうかが なかった<*4>","It had no effect on <&MEDA>.<*4>"
0x74126,"ほうねつに せいこうした<4C><*1>","Cooldown succeeded.<4C><*1>"
0x74128,"ほうねつに しっぱいした<4C><*1>","Cooldown failed.<4C><*1>"
0x7412a,"<&c6a2> は<4E>チームぜんたいを まもリます!<S3c><*4>","<&MEDA> is guarding its team!<S3c><*4>"
0x7412c,"てきのリーダーを たおした<4C><*1>","Defeated the enemy leader!<4C><*1>"
0x7412e,"みかたのリーダーが たおれた<4C><*1>","Your leader has been defeated!<4C><*1>"
0x74130,"えんごきたいが まもリにはいった!<S1e><*4>","The guard Medarot took the hit!<S1e><*4>"
0x74132,"トラップをしかけた!<4E>しかし すでにせっちされていた!<S3c><*4>","A trap has already been set!<S3c><*4>"
0x74134,"<&c6a2> の<4E>ほんたいの きのうがていしした!!<*4>","<&MEDA> shut down!<*4>"
0x74136,"<&c6a2> は<4E>ぼうぎょに せいこうした!!<S3c><*4>","<&MEDA>'s defense was successful!<S3c><*4>"
0x74138,"<&c6a2> の<4E>こうどうパーツは こわれていた<S3c><*4>","The part <&MEDA> used is broken!<S3c><*4>"
0x7413a,"あいてはすでに<4E>きのうていし していた!!<S3c><*4>","The target has already shut down!<S3c><*4>"
0x7413c,"ねらったパーツは<4E>すでに こわれていた!!<S3c><*4>","The targeted part is already broken!<S3c><*4>"
0x7413e,"トラップをしかけた!<4E>しかし すでにせっちされていた!<S3c><*4>","A trap has already been set!<S3c><*4>"
0x74140,"<&c6a2> の<4E>せっちに しっぱいした<S3c><*4>","<&MEDA>'s trap failed to set!<S3c><*4>"
0x74142,"<&c6a2> の<4E>せっちに せいこうした<S3c><*4>","<&MEDA>'s trap was set!<S3c><*4>"
0x74144,"トラップを かいひした<S3c><*4>","Dodged the trap!<S3c><*4>"
0x74146,"トラップに ひっかかった<S3c><*4>","Got caught in the trap!<S3c><*4>"
0x74148,"トラップが かいじょされた<S3c><*4>","The trap was cleared!<S3c><*4>"
0x7414a,"<&c6a2> は<4E>かいじょするものが なかった<S3c><*4>","There's nothing to clear!<S3c><*4>"
0x7414c,"<&c6a2> は<4E>かいじょに しっぱいした<S3c><*4>","<&MEDA>'s clear failed!<S3c><*4>"
0x7414e,"<&c6a2> は<4E>トラップを かいじょした!<S3c><*4>","<&MEDA> cleared the trap!<S3c><*4>"
0x74150,"<&c6a2> は<4E>バリアを かいじょした!<S3c><*4>","<&MEDA> cleared the barrier!<S3c><*4>"
0x74152,"<&c6a2> は<4E>かいじょするものが なかった<S3c><*4>","There's nothing to clear!<S3c><*4>"
0x74154,"<&c6a2> は<4E>かいじょに しっぱいした<S3c><*4>","<&MEDA>'s clear failed!<S3c><*4>"
0x74156,"<&c6a2> は<4E>しょうじょうを かいじょした!<S3c><*4>","<&MEDA> cleared the status!<S3c><*4>"
0x74158,"<&c6a2> は<4E>かいふくに せいこうした!!<*4>","<&MEDA>'s repair was successful!<*4>"
0x7415a,"<&c6a2> は<4E>かいふくに せいこうした!!<*4>","=0x74158"
0x7415c,"<&c6a2> は<4E>かいふくの こうかがなかった!!<*4>","<&MEDA>'s repair had no effect!<*4>"
0x7415e,"<&c6a2> の<4E>あたまは かいふくした<S3c><*4>","<&MEDA>'s head was repaired!<S3c><*4>"
0x74160,"<&c6a2> の<4E>みぎうでは かいふくした<S3c><*4>","<&MEDA>'s right arm was repaired!<S3c><*4>"
0x74162,"<&c6a2> の<4E>ひだリうでは かいふくした<S3c><*4>","<&MEDA>'s left arm was repaired!<S3c><*4>"
0x74164,"<&c6a2> の<4E>きゃくぶは かいふくした<S3c><*4>","<&MEDA>'s legs were repaired!<S3c><*4>"
0x74166,"<&c6a2> は<4E>さくてきを おこなった<S3c><*4>","<&MEDA> scanned the area!<S3c><*4>"
0x74168,"チームぜんいんの<4E>せいこうリつが あがった!<S3c><*4>","The team's success rate increased!<S3c><*4>"
0x7416a,"<&c6a2> は<4E>いんぺいを おこなった<S3c><*4>","<&MEDA> concealed itself!<S3c><*4>"
0x7416c,"しかし いんぺいに しっぱいした!<S3c><*4>","But it remained visible!<S3c><*4>"
0x7416e,"かいひリつが あがった!<S3c><*4>","Evasion increased!<S3c><*4>"
0x74170,"<&c705>を つかった!<S3c><*4>","Used <&c705>!<S3c><*4>"
0x74172,"こうかが なかった!!<S3c><*4>","There was no effect!<S3c><*4>"
0x74174,"<&c70e>は <4E><&c705>に ヘんかした!!<S3c><*4>","<&c70e> transformed into <&c705>!<S3c><*4>"
0x74176,"あまリこうかが なかった!!<S3c><*4>","It had little effect!<S3c><*4>"
0x74178,"<&c6a2> には きかなかった<S3c><*4>","It had no effect on <&MEDA>.<S3c><*4>"
0x7417a,"セーブしますか？<*4>","Do you want to save?<*4>"
0x7417c,"メダロットが<4E>1たいも くまれていません!<4C>メダロットを くんでください!","You have no battle-ready Medarots!<4C>Please assemble a Medarot!"
0x7417e,"せいぎの ためで あリますっ!<*2>","For justice, sir!<*2>"
0x74180,"せいぎの ためで あリますっ!<*2>","=0x7417e"
0x74182,"あくの かぎリを つくすロボ<*2>","Our evil knows no bounds, Robo!<*2>"
0x74184,"せっしゃが あいてを するで ござる<*2>","I shall be your opponent!<*2>"
0x74186,"かてると おもうんなら<4E>かかってきな!<*2>","Come at me if you think you can win!<*2>"
0x74188,"メダロット もってるな<4E>よし やろうぜ<*2>","You have a Medarot, right?<4E>Let's battle!<*2>"
0x7418a,"てかげん しないじゃんじゃん<*2>","I won't go easy on you, dude.<*2>"
0x7418c,"わしと ボロトルせんか？<*2>","Will you Borottle with me?<*2>"
0x7418e,"あたしと ろぼとる しない？<*2>","Wanna wobottle wit me?<*2>"
0x74190,"ロボトルするって カンジーッ<*2>","Like, let's Robottle, y'know?<*2>"
0x74192,"ふふふっ そのパーツ いただくわっ<*2>","Hmhmhm, I'll be taking those parts!<*2>"
0x74194,"にいちゃん かかって きなっ<*2>","Bring it on, youngster!<*2>"
0x74196,"ロボトルを しゃしんに<4E>とらないかい？<*2>","Mind if I take a photo of our Robottle?<*2>"
0x74198,"きみの せんリゃくは みきった!<*2>","I've seen through your strategy!<*2>"
0x7419a,"ロボトルするべ!<*2>","Ey, let's Robottle!<*2>"
0x7419c,"とあみで つかまえてやるだ<*2>","You'll be caught in my net!<*2>"
0x7419e,"するっぺよ なっ？<*2>","You'll Robottle me, won't ya?<*2>"
0x741a0,"するもぐ するもぐ<*2>","Dig dig dig, let's go!<*2>"
0x741a2,"のらメダロットが あらわれた!<*2>","A stray Medarot appeared!<*2>"
0x741a4,"のらメダロットが あらわれた!<*2>","=0x741a2"
0x741a6,"いくわよっ!<*2>","Let's go!<*2>"
0x741a8,"ぼうや どこからでも<4E>かかってらっしゃい<*2>","I'll take you on any day, boy!<*2>"
0x741aa,"きみと ボクとの かくのちがいを<4E>みせてあげよう<*2>","I'll show you the difference in our abilities.<*2>"
0x741ac,"いっくわよーっ!<*2>","Heeere I come!<*2>"
0x741ae,"あんたって まったく めざわリだわ<*2>","You're an eyesore...<*2>"
0x741b0,"・・・・・・<*2>","......<*2>"
0x741b2,"こてんぱんに してやるぜ!<*2>","I'll beat you to a pulp!<*2>"
0x741b4,"よろしく おねがいいたします<*2>","Pleased to meet you.<*2>"
0x741b6,"ふむ かかってきたまえ<*2>","Hrm...come at me.<*2>"
0x741b8,"なかなか いせいが いいじゃない<*2>","You seem a little strong.<*2>"
0x741ba,"ワシと はリあうのは 53ねん<4E>はやいわっ<*2>","You're 53 years too early to face me!<*2>"
0x741bc,"ボクちゃんは つよいでチュよ<*2>","Beware, I'm vewy stwong.<*2>"
0x741be,"ふんっ せかいは ロボロボだんの<4E>ために あるのだっ<*2>","The RoboRobo Gang will rule the world.<*2>"
0x741c0,"ワシは みすみす やられは せんぞ<*2>","I won't be defeated so easily!<*2>"
0x741c2,"われわれの じゃまをするものは<4E>いかして かえさないわ<*2>","Those who get in our way will be dealt with.<*2>"
0x741c4,"ボクちゃんと たたかうでチュ<*2>","Let's battle!<*2>"
0x741c6,"さあっ ドーンと とびこんできなさい<*2>","Now let's jump right in.<*2>"
0x741c8,"どれ まごのせいちょうでも<4E>みてやるかの<*2>","I'll show you how much my grandchildren have grown.<*2>"
0x741ca,"オレが かったら ヒヨコかってくれよ<*2>","If I win, you have to buy me a chick!<*2>"
0x741cc,"わしが わかいころはだな<4E>しつけが きびしくて・・・<*2>","Ever since I was a child,<4E>I've been doing intense training..<*2>"
0x741ce,"ひとと あらそうのって<4E>あんまリすきじゃないわ<*2>","I never really liked fighting.<*2>"
0x741d0,"メガネがないと<4E>まえが みえないの・・・<*2>","I can't see without my glasses...<*2>"
0x741d2,"ワシの しきぼうさばきを<4E>みせてやるぞ<*2>","I will pass judgement on you with my<4E>conductor's stick.<*2>"
0x741d4,"さあっ ゆうひにむかって<4E>はしるんだっ!<*2>","Now, let us run to the sunset!<*2>"
0x741d6,"どっちが つよいか じっけんだ!<*2>","Let's see who's stronger!<*2>"
0x741d8,"わたくしの あいてが<4E>つとまリますかな？<*2>","Do you think you're good enough<4E>to fight me?<*2>"
0x741da,"きみぃ ロボトルで わたしに<4E>かてるつもリかい？<*2>","Do you really plan on<4E>winning against me?<*2>"
0x741dc,"オマエ タオス オレ チャンピオン<*2>","If I beat you, I become the champion.<*2>"
0x741de,"きさまヲ じくうノ はざまニ<4E>とばしてクレルワ<*2>","I'll send you flying into<4E>the space-time continuum!<*2>"
0x741e0,"ウッ ウァオーン メダルが<4E>つきにみえるぜ<*2>","Awoo Awooo! Medals look like...the mooon!<*2>"
0x741e2,"オ オ オトモダチニ ナリマショウ<*2>","L-l-let's become friends..<*2>"
0x741e4,"さあ! しょうぶだ!!<S78><*4>","Now! Let's battle!"
0x741e6,"ハカイ・・・スル<*2>","Des...troy...<*2>"
0x741e8,"<*2>",""
0x741ea,"<*2>",""
0x741ec,"<*2>",""
0x741ee,"<*2>",""
0x741f0,"<*2>",""
0x741f2,"<*2>",""
0x741f4,"<*2>",""
0x741f6,"<*2>",""
0x741f8,"<*2>",""
0x741fa,"<*2>",""
0x741fc,"<*2>",""
0x741fe,"<*2>",""
0x74200,"せいぎも まけることが<4E>あるであリますっ!<*2>","Even justice loses sometimes, sir!<*2>"
0x74202,"これは こまった まけたロボ<*2>","Uh oh! I lost, Robo!<*2>"
0x74204,"おぬし なかなか やるで ござるな<*2>","You did well to defeat me.<*2>"
0x74206,"このままでは すまさないからな<*2>","You haven't seen the last of me!<*2>"
0x74208,"チェッ シロウトだと<4E>おもったんだけどな<*2>","Aww, I thought you were a beginner.<*2>"
0x7420a,"これくらいで かんべんして<4E>やるじゃんじゃん<*2>","I'll let you off easy this time, dude!<*2>"
0x7420c,"ボトルロは むずかしいのぉ<*2>","Bottleros are hard to win...<*2>"
0x7420e,"うえーーーっん まけたでチュ<*2>","Waaaah, I lost!<*2>"
0x74210,"なんか ゆるせないって カンジーッ<*2>","I, like, won't forgive you for this!<*2>"
0x74212,"あら ぼうや つよいじゃない<*2>","My, you're a strong one!<*2>"
0x74214,"てやんでぃっ もってけ どろぼうっ<*2>","Go on and take it, you thief!<*2>"
0x74216,"せっかく いいしゃしんが とれたと<4E>おもったのに<*2>","Aww, I almost got a good one...<*2>"
0x74218,"みきっても かてないことも ある!<*2>","Sometimes knowing the strategy isn't enough!<*2>"
0x7421a,"まけることも あるんべ<*2>","Ey, sometimes you lose, right?<*2>"
0x7421c,"とあみが からまっただ<*2>","My net got tangled...<*2>"
0x7421e,"おらの まけけぇ？<*2>","Whuzzat? I lost?<*2>"
0x74220,"もぐ もぐ まけもぐ<*2>","Dig dig dig, I lost...<*2>"
0x74222,"のらメダロットは にげていった!<*2>","The stray Medarot fled!<*2>"
0x74224,"のらメダロットは にげていった!<*2>","=0x74222"
0x74226,"<&NAME>ったら<4E>なかなか やるじゃない<*2>","I knew you'd do well, <&NAME>.<*2>"
0x74228,"よそういじょうの ウデね ステキよ♥<*2>","You're stronger than I expected ♥!"
0x7422a,"きょうは ちょうしが わるいらしいな<*2>","Seems I'm not at the top of my game today.<*2>"
0x7422c,"あらーっ まけちゃったのねーっ<*2>","Ah I lost-!"
0x7422e,"なんであんたなんかに まけちゃうの？<*2>","How could I lose?<*2>"
0x74230,"・・・・・・<*2>","......<*2>"
0x74232,"てっ てかげんしてやったんだよ!<*2>","I-I was just going easy on you!<*2>"
0x74234,"<&NAME>さん<4E>あリがとうございました<*2>","Thank you, <&NAME>.<*2>"
0x74236,"なかなか やるではないか<*2>","You're pretty good.<*2>"
0x74238,"きょうの ところは ひいてあげるわ!<*2>","You got lucky today!<*2>"
0x7423a,"ぬうっ このままでは すまさんぞっ<*2>","Nurgh...it can't end like this!<*2>"
0x7423c,"うううっ こまったでチュ<*2>","Uuurgh this is bad!<*2>"
0x7423e,"うっ うちゅうじんさまーっ<*2>","Masters! I've failed you!<*2>"
0x74240,"ぬうっ ひきあげじゃぁっ<*2>","Urgh, retreeeat!<*2>"
0x74242,"きょうの ところは かんべんして<4E>あげるわ<*2>","I'll let you off easy this time.<*2>"
0x74244,"うううっ まけたでチュ<*2>","Ugh...I lost!<*2>"
0x74246,"こんなに リっぱになって<4E>パパはうれしいぞっ<*2>","You've gotten very good! I'm proud of you!"
0x74248,"としよリには ちと きついのう<*2>","Don't be so hard on the elderly.<*2>"
0x7424a,"きょうも いっぴきも うれなかったか<*2>","I can't sell one more chick today?<*2>"
0x7424c,"・・・・・・ じだいが<4E>かわったのかのぉ<*2>","Times really have changed, haven't they?<*2>"
0x7424e,"こんかいのは おもしろかったわ<*2>","That was an interesting fight.<*2>"
0x74250,"あら・・・ ごめんなさいね<4E><&NAME>くん だったのね<*2>","Oh it was you, <&NAME>. Sorry about that!<*2>"
0x74252,"おんがくは いいなぁ<*2>","That was some good music!<*2>"
0x74254,"いいぞ いいぞぉっ!!<*2>","Good goood!!<*2>"
0x74256,"きみのほうが つよいと フムフム・・<*2>","You're pretty strong hrm hrm...<*2>"
0x74258,"こんかいは すなおに まけを<4E>みとめましょう<*2>","I humbly accept defeat.<*2>"
0x7425a,"ユーには まけたよ<*2>","I lost to you?!<*2>"
0x7425c,"オマエ ツヨイ コレヤル ガンバレ<*2>","You're strong. Take this. Good luck.<*2>"
0x7425e,"これデ かったト おもうなヨ<*2>","I thought I win this.<*2>"
0x74260,"ハアッ ハアッ まけちまったぜ<*2>","*pant* *pant* I lost.<*2>"
0x74262,"ダカラ オトモダチニ・・・<*2>",""
0x74264,"<*2>","<*2>"
0x74266,"バッ パッ ピッ<4E>バカナーッ!!<*2>","Im-*boop* *beep* Impossible!<*2>"
0x74268,"<*2>","<*2>"
0x7426a,"<*2>","=0x74268"
0x7426c,"<*2>","=0x74268"
0x7426e,"<*2>","=0x74268"
0x74270,"<*2>","=0x74268"
0x74272,"<*2>","=0x74268"
0x74274,"<*2>","=0x74268"
